                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    481,                0.21247,                0.16576,                0.86773,                0.99699,                      1,                  0.995,                0.83353,                0.70058,                0.30961,                   1.42,               0.000496,               0.000496,               0.000496
                    482,                 0.2244,                0.18174,                0.86124,                0.99692,                      1,                  0.995,                0.83955,                0.70345,                0.31491,                 1.4285,              0.0004762,              0.0004762,              0.0004762
                    483,                0.20157,                0.17309,                 0.8411,                0.99693,                      1,                  0.995,                0.83075,                0.70822,                0.31196,                  1.438,              0.0004564,              0.0004564,              0.0004564
                    484,                 0.2344,                0.18236,                0.84162,                0.99693,                      1,                  0.995,                0.83075,                0.70822,                0.31196,                  1.438,              0.0004366,              0.0004366,              0.0004366
                    485,                 0.2138,                0.17343,                0.87839,                0.99686,                      1,                  0.995,                0.84341,                0.70895,                0.31173,                 1.4402,              0.0004168,              0.0004168,              0.0004168
                    486,                0.21145,                 0.1865,                0.85865,                0.99669,                      1,                  0.995,                0.84416,                 0.7089,                0.31144,                 1.4419,               0.000397,               0.000397,               0.000397
                    487,                 0.2301,                0.19277,                0.89997,                0.99656,                      1,                  0.995,                0.84341,                0.70571,                0.30765,                 1.4379,              0.0003772,              0.0003772,              0.0003772
                    488,                0.23547,                 0.2077,                 0.8602,                0.99656,                      1,                  0.995,                0.84341,                0.70571,                0.30765,                 1.4379,              0.0003574,              0.0003574,              0.0003574
                    489,                0.20888,                0.18197,                 0.8394,                0.99652,                      1,                  0.995,                0.84341,                0.70166,                0.30629,                  1.432,              0.0003376,              0.0003376,              0.0003376
                    490,                0.22368,                0.16986,                  0.867,                0.99667,                      1,                  0.995,                0.84325,                0.69872,                0.30692,                 1.4216,              0.0003178,              0.0003178,              0.0003178
                    491,                0.21378,                0.17399,                0.88022,                0.99666,                      1,                  0.995,                0.84325,                0.69689,                 0.3091,                 1.4186,               0.000298,               0.000298,               0.000298
                    492,                0.21726,                  0.182,                0.88286,                0.99666,                      1,                  0.995,                0.84325,                0.69689,                 0.3091,                 1.4186,              0.0002782,              0.0002782,              0.0002782
                    493,                0.20345,                0.17256,                 0.8589,                 0.9969,                      1,                  0.995,                 0.8425,                0.69561,                0.30497,                 1.4152,              0.0002584,              0.0002584,              0.0002584
                    494,                0.22131,                0.17339,                0.86347,                0.99696,                      1,                  0.995,                0.83948,                0.69279,                0.30303,                 1.4155,              0.0002386,              0.0002386,              0.0002386
                    495,                0.19944,                0.16494,                 0.8541,                0.99702,                      1,                  0.995,                0.83948,                0.69004,                0.30063,                 1.4138,              0.0002188,              0.0002188,              0.0002188
                    496,                0.23745,                0.19102,                0.87608,                0.99702,                      1,                  0.995,                0.83948,                0.69004,                0.30063,                 1.4138,               0.000199,               0.000199,               0.000199
                    497,                0.22882,                0.18309,                0.87309,                0.99688,                      1,                  0.995,                 0.8331,                0.68938,                0.30141,                 1.4134,              0.0001792,              0.0001792,              0.0001792
                    498,                0.20848,                0.17832,                0.86568,                0.99676,                      1,                  0.995,                0.83146,                0.68883,                 0.3036,                  1.411,              0.0001594,              0.0001594,              0.0001594
                    499,                 0.2317,                0.17953,                0.88736,                 0.9967,                      1,                  0.995,                0.83146,                0.68848,                0.30433,                 1.4082,              0.0001396,              0.0001396,              0.0001396
